timestamp,value,rolling_7d_mean,rolling_7d_std,dayofyear,dayofweek,zscore,anomaly_z,anomaly_iqr,anomaly_iso,iso_score,anomaly_votes,anomaly_any
2015-01-01,174.1,174.1,0.0,1,3,,False,False,1,-0.014802388344646089,1,0
2015-01-02,418.9,296.5,173.0997400344668,2,4,,False,False,0,0.08306495727105312,0,0
2015-01-03,86.6,226.53333333333333,172.24332594714178,3,5,,False,False,0,0.06992442850109915,0,0
2015-01-04,417.0,274.15,169.84668576886236,4,6,,False,False,0,0.059144241907427286,0,0
2015-01-05,123.3,243.98000000000002,161.8241854606412,5,0,,False,False,0,0.057682483091757386,0,0
2015-01-06,179.9,233.29999999999998,147.08510461634108,6,1,,False,False,0,0.08751315662229747,0,0
2015-01-07,325.4,246.45714285714286,138.70879396710765,7,2,0.5691265483973355,False,False,0,0.10346724681104108,0,0
2015-01-08,421.0,281.72857142857146,148.30257037877794,8,3,1.0719275259289798,False,False,0,0.10827082004564259,0,0
2015-01-09,74.0,232.45714285714286,152.37199936496268,9,4,-1.1654376897026224,False,False,0,0.09625379230611592,0,0
2015-01-10,308.1,264.1,139.48835076808385,10,5,0.39186301588302164,False,False,0,0.09914163003243914,0,0
2015-01-11,279.8,244.5,123.09952612960511,11,6,0.18289898815651895,False,False,0,0.0714638354515168,0,0
2015-01-12,391.2,282.77142857142854,120.76112390839631,12,0,0.931865131010984,False,False,0,0.06304471301850667,0,0
2015-01-13,151.9,278.7714285714286,125.12147050347666,13,1,-0.802742767250336,False,False,0,0.08247003735447245,0,0
2015-01-14,338.7,280.6714285714285,126.04512041706485,14,2,0.5844375542217689,False,False,0,0.10174799354521102,0,0
2015-01-15,172.5,245.17142857142855,114.39072972762717,15,3,-0.6740379053277724,False,False,0,0.10283327716026103,0,0
2015-01-16,259.6,271.68571428571425,86.1190151006429,16,4,0.01621228057602791,False,False,0,0.07333632774209842,0,0
2015-01-17,391.2,283.5571428571429,97.01379381549918,17,5,1.0277681092317923,False,False,0,0.06047195475851441,0,0
2015-01-18,481.6,312.38571428571424,122.37872130632607,18,6,1.5805425727905966,False,False,0,0.031253624219758414,0,0
2015-01-19,340.4,305.12857142857143,118.36648898351979,19,0,0.47178551368781196,False,False,0,0.06038354038842486,0,0
2015-01-20,144.8,304.11428571428576,119.91858944816727,20,1,-1.0200214223106636,False,False,0,0.07231157302686908,0,0
2015-01-21,374.0,309.1571428571429,122.3333132217448,21,2,0.7596529033373768,False,False,0,0.08120693663925693,0,0
2015-01-22,90.0,297.3714285714286,140.34184116275654,22,3,-1.398949902916232,False,False,0,0.08533294121898821,0,0
2015-01-23,153.9,282.2714285714286,150.4084961506022,23,4,-0.8679280556637567,False,False,0,0.11640305331713496,0,0
2015-01-24,232.1,259.54285714285714,143.04539905385352,24,5,-0.2521599098098834,False,False,0,0.11272321008280323,0,0
2015-01-25,122.2,208.20000000000002,110.96018805559656,25,6,-1.0776891829920283,False,False,0,0.04887372370591736,0,0
2015-01-26,487.7,229.2428571428571,147.99593302005366,26,0,1.6790026339791093,False,False,0,0.04671402615062448,0,0
2015-01-27,258.8,245.52857142857144,143.35459200046245,27,1,-0.06063165012222923,False,False,0,0.1145750430192295,0,0
