timestamp,value,rolling_7d_mean,rolling_7d_std,dayofyear,dayofweek,zscore,anomaly_z,anomaly_iqr,anomaly_iso,iso_score,anomaly_votes,anomaly_any
2015-01-01,153.3,153.3,0.0,1,3,,False,False,1,-0.03427219310717666,1,0
2015-01-02,344.2,248.75,134.98668452851192,2,4,,False,False,0,0.10051171225869698,0,0
2015-01-03,473.9,323.8,161.27061108583916,3,5,,False,False,0,0.020380941338945857,0,0
2015-01-04,32.4,250.95,196.38558161603072,4,6,,False,False,1,-0.00860434835942081,1,0
2015-01-05,312.8,263.32,172.30948029635513,5,0,,False,False,0,0.057892632044831194,0,0
2015-01-06,390.7,284.55,162.6552273983225,6,1,,False,False,0,0.0656927606624721,0,0
2015-01-07,282.3,284.2285714285714,148.4856638903311,7,2,-0.012988266867270075,False,False,0,0.09763644055193604,0,0
2015-01-08,315.2,307.35714285714283,136.8456412305833,8,3,0.19651005694190676,False,False,0,0.08371329191187726,0,0
2015-01-09,226.8,290.5857142857143,138.75846434928368,9,4,-0.4171943412360724,False,False,0,0.09780913490552828,0,0
2015-01-10,316.8,268.14285714285717,114.80473069728525,10,5,0.25847291828154795,False,False,0,0.08276101049858314,0,0
2015-01-11,439.9,326.35714285714283,69.86207500360636,11,6,1.1163000258952993,False,False,1,-0.03592327923853489,1,0
2015-01-12,59.0,290.1,123.40869769455742,12,0,-1.5834275863655458,False,False,0,0.034795119805293484,0,0
2015-01-13,15.9,236.55714285714288,150.7623168781781,13,1,-1.6007343768451894,False,False,0,0.04324031313725074,0,0
2015-01-14,33.1,200.95714285714286,166.73658723810294,14,2,-1.3282967066851405,False,False,0,0.06059639904640679,0,0
2015-01-15,67.7,165.6,164.7026006675871,15,3,-1.0295694513098175,False,False,0,0.04624610564929976,0,0
2015-01-16,283.3,173.67142857142858,169.51572900752416,16,4,0.3193552251222963,False,False,0,0.05688586252805261,0,0
2015-01-17,378.5,182.4857142857143,179.50794252225003,17,5,0.8881715242901261,False,False,0,0.041745839715684796,0,0
2015-01-18,486.5,189.14285714285714,191.13300654381018,18,6,1.4474404533838259,False,False,1,-0.03001692732698824,1,0
2015-01-19,176.7,205.95714285714286,182.77015490448522,19,0,-0.48404537811505866,False,False,0,0.04247931295850438,0,0
2015-01-20,187.7,230.5,163.51591156010883,20,1,-0.40166911846984704,False,False,0,0.09574944316295825,0,0
2015-01-21,3.5,226.27142857142857,169.73596863251774,21,2,-1.4815020077566141,False,False,0,0.04183036642733573,0,0
2015-01-22,403.8,274.2857142857143,164.87150985511343,22,3,1.007044947208867,False,False,0,0.08385481778546267,0,0
2015-01-23,157.5,256.31428571428575,170.48583937844055,23,4,-0.5369163736037043,False,False,0,0.1120041471068442,0,0
2015-01-24,188.3,229.14285714285714,162.7478198230098,24,5,-0.33106937570201433,False,False,0,0.10302550460567456,0,0
2015-01-25,397.3,216.4,141.32030993455965,25,6,0.998230822386566,False,False,0,0.05482157087188699,0,0
2015-01-26,336.2,239.18571428571428,146.61185068712814,26,0,0.5822534761022882,False,False,0,0.0880263120748076,0,0
2015-01-27,125.9,230.35714285714286,151.99094114609656,27,1,-0.7906604605267273,False,False,0,0.10280019643772986,0,0
2015-01-28,67.1,239.44285714285712,137.36712194144633,28,2,-1.1345021591174234,False,False,0,0.09939663372099888,0,0
2015-01-29,122.3,199.22857142857143,121.52312145274678,29,3,-0.7467812949679794,False,False,0,0.10896425406461974,0,0
2015-01-30,485.5,246.08571428571426,159.92088073556278,30,4,1.5836441127127792,False,False,0,0.0788178861460157,0,0
2015-01-31,405.9,277.1714285714286,167.77231311399103,31,5,0.9986944379185944,False,False,0,0.07849114094566156,0,0
2015-02-01,4.2,221.01428571428573,185.69349682179168,32,6,-1.4617121574458458,False,False,1,-0.004907437099595624,1,0
2015-02-02,334.2,220.72857142857143,185.48815518594634,33,0,0.6399150147801913,False,False,0,0.04643997601069494,0,0
2015-02-03,292.7,244.55714285714285,181.95601901872567,34,1,0.3270253574003786,False,False,0,0.08286371088484717,0,0
2015-02-04,413.1,293.9857142857143,172.46319828271993,35,2,1.081904204446906,False,False,0,0.08738472722960205,0,0
2015-02-05,172.9,301.2142857142857,164.96531381446454,36,3,-0.43701649417670635,False,False,0,0.09393914694015415,0,0
2015-02-06,23.8,235.25714285714284,171.18526861408426,37,4,-1.3201384650377808,False,False,0,0.06333138618179579,0,0
2015-02-07,207.1,206.85714285714286,153.76079753026403,38,5,-0.12827674844709014,False,False,0,0.10859937333012648,0,0
2015-02-08,21.0,209.25714285714284,150.15932490905402,39,6,-1.2418719643847274,False,False,0,0.0383137504268285,0,0
2015-02-09,476.6,229.6,177.1306485808333,40,0,1.5094596387938264,False,False,0,0.04030333975007672,0,0
2015-02-10,262.9,225.34285714285716,175.71379055292212,41,1,0.26764581368732066,False,False,0,0.09322385474768208,0,0
2015-02-11,87.9,178.8857142857143,160.09473683386582,42,2,-0.8265088458481301,False,False,0,0.08056279925230403,0,0
2015-02-12,416.1,213.62857142857143,183.28814941039073,43,3,1.1409471344543136,False,False,0,0.06613462291162486,0,0
2015-02-13,64.2,219.40000000000003,176.83708133005737,44,4,-1.0785631191155411,False,False,0,0.09392795199650283,0,0
2015-02-14,381.0,244.24285714285716,186.75796151831437,45,5,0.86177525313562,False,False,0,0.06814972352177195,0,0
2015-02-15,389.3,296.85714285714283,163.85846389636453,46,6,0.8805671390491931,False,False,0,0.05865190883181304,0,0
2015-02-16,65.4,238.11428571428573,162.38197178844933,47,0,-1.0767419819601471,False,False,0,0.0766603561820226,0,0
2015-02-17,355.9,251.4,168.43940552416268,48,1,0.7823834307764062,False,False,0,0.1012153902187084,0,0
2015-02-18,252.3,274.8857142857143,152.55518595545928,49,2,0.10038746539755934,False,False,0,0.12586551114043548,0,0
2015-02-19,450.2,279.75714285714287,158.2540242473353,50,3,1.2821678553800278,False,False,0,0.09992682602338065,0,0
2015-02-20,318.0,316.0142857142857,126.5316749351907,51,4,0.4043623146242997,False,False,0,0.10406113163628278,0,0
2015-02-21,121.9,279.0,141.37915923737367,52,5,-0.816313079354302,False,False,0,0.10731037234677315,0,0
2015-02-22,190.3,250.57142857142858,135.3838458394712,53,6,-0.3768965220287558,False,False,0,0.10394121720538435,0,0
2015-02-23,318.1,286.6714285714285,108.87446462609607,54,0,0.4342694812316577,False,False,0,0.07812272438671297,0,0
2015-02-24,199.8,264.37142857142857,108.31659944018604,55,1,-0.3039222124212542,False,False,0,0.1047258832181242,0,0
2015-02-25,169.2,252.5,114.25138948826834,56,2,-0.47201304051096415,False,False,0,0.11547557813894638,0,0
2015-02-26,92.3,201.3714285714286,88.12880184301669,57,3,-0.9719416649488852,False,False,0,0.059547005065477054,0,0
2015-02-27,60.5,164.58571428571432,85.01992763604352,58,4,-1.179523864772201,False,False,0,0.030997657333870055,0,0
2015-02-28,109.0,162.74285714285716,86.23056026612319,59,5,-0.8530704908845076,False,False,0,0.030184309993685488,0,0
2015-03-01,382.8,190.24285714285716,120.4064347275905,60,6,1.011019301665491,False,False,0,0.049605145943383944,0,0
2015-03-02,343.1,193.81428571428572,125.10983745721764,61,0,0.7653842474544762,False,False,0,0.07010360825252948,0,0
2015-03-03,154.6,187.35714285714286,125.91326190600222,62,1,-0.5976870317417905,False,False,0,0.09723723877664875,0,0
2015-03-04,104.3,178.08571428571432,129.80240661060466,63,2,-0.8995990806547067,False,False,0,0.09306646283598385,0,0
2015-03-05,267.4,203.1,127.36420219198166,64,3,0.275473691201496,False,False,0,0.12243927044532266,0,0
2015-03-06,217.0,225.45714285714286,110.82222787183166,65,4,-0.04075509900003386,False,False,0,0.11201194900429512,0,0
2015-03-07,341.0,258.6,104.71241569174116,66,5,0.8287807795398975,False,False,0,0.09772366320454556,0,0
